model - 1592054525, 1592054571.383, 0.72,0.1812, 0.74, 0.1803
model - 1592054525, 1592054571.439, 0.7,0.1957, 0.66, 0.1891
model - 1592054525, 1592054571.498, 0.73,0.1794, 0.7, 0.1799
model - 1592054525, 1592054571.58, 0.76,0.1595, 0.65, 0.2074
model - 1592054525, 1592054571.654, 0.71,0.179, 0.79, 0.1543
model - 1592054525, 1592054571.726, 0.71,0.1799, 0.75, 0.1607
model - 1592054525, 1592054571.801, 0.84,0.1354, 0.64, 0.2256
model - 1592054525, 1592054571.878, 0.73,0.1686, 0.78, 0.1645
model - 1592054525, 1592054571.953, 0.74,0.1678, 0.76, 0.1617
model - 1592054525, 1592054572.025, 0.76,0.1658, 0.8, 0.1463
model - 1592054525, 1592054572.101, 0.76,0.1627, 0.65, 0.2076
model - 1592054525, 1592054572.177, 0.82,0.1377, 0.79, 0.1598
model - 1592054525, 1592054572.258, 0.81,0.1522, 0.77, 0.1702
model - 1592054525, 1592054572.33, 0.8,0.1411, 0.78, 0.1728
model - 1592054525, 1592054572.411, 0.8,0.1492, 0.76, 0.1679
model - 1592054525, 1592054572.489, 0.77,0.1479, 0.74, 0.1791
model - 1592054525, 1592054572.556, 0.78,0.1543, 0.69, 0.1995
model - 1592054525, 1592054572.612, 0.8,0.139, 0.76, 0.1536
model - 1592054525, 1592054572.67, 0.75,0.1616, 0.69, 0.1921
model - 1592054525, 1592054572.727, 0.74,0.1766, 0.74, 0.1815
model - 1592054525, 1592054572.786, 0.72,0.1739, 0.65, 0.2446
model - 1592054525, 1592054572.842, 0.77,0.1542, 0.72, 0.1709
model - 1592054525, 1592054572.911, 0.72,0.1913, 0.72, 0.173
model - 1592054525, 1592054572.965, 0.81,0.1528, 0.68, 0.2209
model - 1592054525, 1592054573.024, 0.75,0.1586, 0.77, 0.1594
model - 1592054525, 1592054573.081, 0.74,0.1622, 0.72, 0.1916
model - 1592054525, 1592054573.14, 0.79,0.151, 0.71, 0.1951
model - 1592054525, 1592054573.203, 0.8,0.1552, 0.72, 0.1855
model - 1592054525, 1592054573.261, 0.79,0.1505, 0.71, 0.1881
model - 1592054525, 1592054573.316, 0.76,0.171, 0.67, 0.2114
model - 1592054525, 1592054573.348, 0.87,0.122, 0.72, 0.1852
model - 1592054525, 1592054573.417, 0.76,0.1605, 0.74, 0.1729
model - 1592054525, 1592054573.474, 0.79,0.1506, 0.74, 0.199
model - 1592054525, 1592054573.533, 0.71,0.1907, 0.82, 0.1299
model - 1592054525, 1592054573.594, 0.7,0.1804, 0.77, 0.1432
model - 1592054525, 1592054573.652, 0.76,0.1581, 0.66, 0.2298
model - 1592054525, 1592054573.708, 0.7,0.1861, 0.72, 0.1809
model - 1592054525, 1592054573.773, 0.76,0.1625, 0.73, 0.1898
model - 1592054525, 1592054573.835, 0.78,0.1638, 0.74, 0.1813
model - 1592054525, 1592054573.894, 0.78,0.1561, 0.74, 0.1682
model - 1592054525, 1592054573.948, 0.74,0.1883, 0.79, 0.1561
model - 1592054525, 1592054574.007, 0.76,0.1682, 0.71, 0.1831
model - 1592054525, 1592054574.063, 0.79,0.1537, 0.69, 0.2043
model - 1592054525, 1592054574.125, 0.79,0.1538, 0.68, 0.1945
model - 1592054525, 1592054574.18, 0.75,0.1689, 0.77, 0.1681
model - 1592054525, 1592054574.238, 0.74,0.169, 0.68, 0.2066
model - 1592054525, 1592054574.295, 0.77,0.1489, 0.73, 0.1892
model - 1592054525, 1592054574.353, 0.77,0.1493, 0.66, 0.2234
model - 1592054525, 1592054574.41, 0.76,0.1682, 0.7, 0.1928
model - 1592054525, 1592054574.478, 0.76,0.1728, 0.78, 0.1607
model - 1592054525, 1592054574.536, 0.83,0.1364, 0.7, 0.2066
model - 1592054525, 1592054574.608, 0.79,0.1562, 0.69, 0.2045
model - 1592054525, 1592054574.664, 0.74,0.1781, 0.61, 0.2346
model - 1592054525, 1592054574.722, 0.79,0.1434, 0.77, 0.1755
model - 1592054525, 1592054574.779, 0.76,0.1545, 0.76, 0.1876
model - 1592054525, 1592054574.838, 0.78,0.1597, 0.74, 0.1788
model - 1592054525, 1592054574.894, 0.82,0.1418, 0.72, 0.1753
model - 1592054525, 1592054574.953, 0.74,0.174, 0.67, 0.2307
model - 1592054525, 1592054575.01, 0.72,0.1944, 0.73, 0.1815
model - 1592054525, 1592054575.069, 0.79,0.147, 0.74, 0.1723
model - 1592054525, 1592054575.124, 0.74,0.1713, 0.7, 0.2077
model - 1592054525, 1592054575.183, 0.81,0.1489, 0.77, 0.1779
model - 1592054525, 1592054575.24, 0.8,0.1397, 0.84, 0.1374
model - 1592054525, 1592054575.298, 0.73,0.1846, 0.78, 0.1758
model - 1592054525, 1592054575.355, 0.79,0.1649, 0.8, 0.1587
model - 1592054525, 1592054575.422, 0.81,0.133, 0.73, 0.1717
model - 1592054525, 1592054575.485, 0.81,0.1402, 0.77, 0.1605
model - 1592054525, 1592054575.544, 0.82,0.1347, 0.78, 0.1369
model - 1592054525, 1592054575.604, 0.77,0.1577, 0.66, 0.1947
model - 1592054525, 1592054575.673, 0.73,0.168, 0.81, 0.1401
model - 1592054525, 1592054575.729, 0.78,0.1571, 0.66, 0.2037
model - 1592054525, 1592054575.789, 0.77,0.159, 0.75, 0.1738
model - 1592054525, 1592054575.845, 0.73,0.1674, 0.7, 0.1724
model - 1592054525, 1592054575.904, 0.79,0.1533, 0.7, 0.1988
model - 1592054525, 1592054575.958, 0.78,0.1487, 0.69, 0.2021
model - 1592054525, 1592054576.017, 0.78,0.1533, 0.82, 0.1323
model - 1592054525, 1592054576.074, 0.75,0.1621, 0.81, 0.1391
model - 1592054525, 1592054576.132, 0.76,0.1616, 0.78, 0.1419
model - 1592054525, 1592054576.187, 0.81,0.1513, 0.71, 0.1845
model - 1592054525, 1592054576.25, 0.82,0.1451, 0.77, 0.1594
model - 1592054525, 1592054576.309, 0.78,0.1598, 0.73, 0.1751
model - 1592054525, 1592054576.367, 0.79,0.1481, 0.76, 0.1675
model - 1592054525, 1592054576.422, 0.8,0.1494, 0.74, 0.1733
model - 1592054525, 1592054576.488, 0.76,0.1634, 0.73, 0.1797
model - 1592054525, 1592054576.549, 0.8,0.1536, 0.78, 0.1527
model - 1592054525, 1592054576.624, 0.74,0.1702, 0.63, 0.2223
model - 1592054525, 1592054576.69, 0.77,0.1639, 0.74, 0.1411
model - 1592054525, 1592054576.748, 0.76,0.1514, 0.78, 0.1612
model - 1592054525, 1592054576.804, 0.74,0.1713, 0.78, 0.1566
model - 1592054525, 1592054576.873, 0.8,0.1439, 0.78, 0.1733
model - 1592054525, 1592054576.929, 0.77,0.1645, 0.79, 0.1258
model - 1592054525, 1592054576.987, 0.79,0.1515, 0.77, 0.1687
model - 1592054525, 1592054577.046, 0.82,0.1405, 0.69, 0.2167
model - 1592054525, 1592054577.109, 0.86,0.1149, 0.77, 0.1638
model - 1592054525, 1592054577.164, 0.72,0.1706, 0.74, 0.1746
model - 1592054525, 1592054577.222, 0.81,0.135, 0.77, 0.1569
model - 1592054525, 1592054577.284, 0.82,0.1415, 0.78, 0.1481
model - 1592054525, 1592054577.343, 0.74,0.1686, 0.69, 0.2285
model - 1592054525, 1592054577.401, 0.78,0.1599, 0.72, 0.1846
model - 1592054525, 1592054577.461, 0.7,0.1743, 0.8, 0.143
model - 1592054525, 1592054577.524, 0.77,0.1673, 0.77, 0.1626
model - 1592054525, 1592054577.582, 0.69,0.2118, 0.69, 0.1984
model - 1592054525, 1592054577.639, 0.76,0.1782, 0.74, 0.1875
model - 1592054525, 1592054577.707, 0.72,0.1846, 0.8, 0.1573
model - 1592054525, 1592054577.763, 0.77,0.15, 0.77, 0.1428
model - 1592054525, 1592054577.822, 0.78,0.159, 0.75, 0.1618
model - 1592054525, 1592054577.883, 0.71,0.1774, 0.7, 0.1848
model - 1592054525, 1592054577.942, 0.76,0.1516, 0.72, 0.1829
model - 1592054525, 1592054577.998, 0.79,0.1556, 0.7, 0.221
model - 1592054525, 1592054578.058, 0.75,0.1798, 0.71, 0.1994
model - 1592054525, 1592054578.113, 0.69,0.2001, 0.73, 0.1705
model - 1592054525, 1592054578.17, 0.77,0.1672, 0.76, 0.1738
model - 1592054525, 1592054578.226, 0.75,0.1708, 0.67, 0.2033
model - 1592054525, 1592054578.289, 0.74,0.1809, 0.68, 0.189
model - 1592054525, 1592054578.351, 0.7,0.1982, 0.71, 0.1739
model - 1592054525, 1592054578.408, 0.75,0.1577, 0.77, 0.1599
model - 1592054525, 1592054578.464, 0.77,0.1589, 0.76, 0.167
model - 1592054525, 1592054578.531, 0.72,0.18, 0.73, 0.1803
model - 1592054525, 1592054578.587, 0.7,0.1844, 0.7, 0.2218
model - 1592054525, 1592054578.646, 0.83,0.1327, 0.73, 0.1895
model - 1592054525, 1592054578.708, 0.76,0.1621, 0.67, 0.2047
model - 1592054525, 1592054578.775, 0.76,0.1617, 0.73, 0.1802
model - 1592054525, 1592054578.83, 0.79,0.1608, 0.76, 0.1609
model - 1592054525, 1592054578.888, 0.79,0.1558, 0.69, 0.192
model - 1592054525, 1592054578.944, 0.85,0.1305, 0.78, 0.1587
model - 1592054525, 1592054579.007, 0.8,0.1475, 0.8, 0.1418
model - 1592054525, 1592054579.063, 0.81,0.142, 0.82, 0.146
model - 1592054525, 1592054579.122, 0.8,0.1431, 0.75, 0.1747
model - 1592054525, 1592054579.177, 0.77,0.1495, 0.72, 0.191
model - 1592054525, 1592054579.238, 0.77,0.1535, 0.74, 0.1655
model - 1592054525, 1592054579.293, 0.79,0.137, 0.74, 0.1613
model - 1592054525, 1592054579.352, 0.76,0.16, 0.73, 0.1559
model - 1592054525, 1592054579.412, 0.76,0.167, 0.73, 0.186
model - 1592054525, 1592054579.473, 0.77,0.1636, 0.82, 0.139
model - 1592054525, 1592054579.538, 0.81,0.145, 0.75, 0.1716
model - 1592054525, 1592054579.596, 0.72,0.1897, 0.77, 0.1659
model - 1592054525, 1592054579.651, 0.8,0.1449, 0.73, 0.1739
model - 1592054525, 1592054579.719, 0.79,0.1501, 0.67, 0.2
model - 1592054525, 1592054579.779, 0.74,0.16, 0.73, 0.173
model - 1592054525, 1592054579.836, 0.78,0.1467, 0.75, 0.1747
model - 1592054525, 1592054579.893, 0.83,0.1404, 0.73, 0.1732
model - 1592054525, 1592054579.95, 0.81,0.1397, 0.64, 0.232
model - 1592054525, 1592054580.01, 0.76,0.17, 0.79, 0.1423
model - 1592054525, 1592054580.046, 0.9,0.1048, 0.7, 0.2088
